,sku_file_price,Stock Qty,special_price,act_post,nsw_m_post,nsw_r_post,nt_m_post,nt_r_post,qld_m_post,qld_r_post,remote_post,sa_m_post,sa_r_post,tas_m_post,tas_r_post,vic_m_post,vic_r_post,wa_m_post,wa_r_post,Original_SKU
0,49.50,56.0,-1.0,8.0,8.0,10.0,24.0,31.0,11.0,16.0,26.0,8.0,16.0,8.0,11.0,4.0,8.0,17.0,28.0,AES-KB22K
1,93.20,200.0,83.9,9.0,8.0,11.0,25.0,32.0,12.0,17.0,28.0,8.0,17.0,9.0,11.0,4.0,9.0,18.0,30.0,AES-T001B
2,43.10,200.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AES-T002
3,32.50,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AES-T003
4,26.10,200.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AQ-SPH-6250
5,31.30,200.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AQ-SPH-6350
6,81.70,34.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AQUA-CFP-10000
7,136.50,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ba-tw-9076-BKX2
9,135.70,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ba-tw-9076-WHX2
11,130.50,80.0,-1.0,10.0,0.0,15.0,30.0,36.0,0.0,16.0,27.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,ba-tw-T7009-Black-X2
12,33.00,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BC-HC-20A
13,42.60,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASE-HZ7-002-1-BK
14,33.00,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASE-HZ8-040-BK
15,45.20,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Case-MU-HZ7002-BK
17,133.90,200.0,120.5,14.0,14.0,17.0,40.0,52.0,19.0,28.0,45.0,14.0,27.0,14.0,18.0,7.0,14.0,30.0,48.0,CD-SHELF-BL-AB
18,123.50,84.0,-1.0,14.0,14.0,17.0,40.0,52.0,19.0,28.0,45.0,14.0,27.0,14.0,18.0,7.0,14.0,30.0,48.0,CD-SHELF-ES-AB
19,137.40,200.0,123.7,14.0,14.0,17.0,40.0,52.0,19.0,28.0,45.0,14.0,27.0,14.0,18.0,7.0,14.0,30.0,48.0,CD-SHELF-WH-AB
20,97.40,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT-IN-213-1
21,48.70,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT-IN-739A
22,191.40,200.0,172.3,25.0,25.0,31.0,154.0,147.0,33.0,50.0,86.0,25.0,58.0,25.0,36.0,10.0,42.0,53.0,192.0,DESK-140M-BK-AB
23,200.10,200.0,-1.0,26.0,26.0,33.0,159.0,152.0,34.0,52.0,89.0,26.0,60.0,26.0,38.0,11.0,43.0,55.0,199.0,DESK-140M-WH-AB
24,89.60,200.0,85.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EH-15M-PA250A
25,126.10,139.0,119.8,11.0,0.0,16.0,32.0,39.0,0.0,17.0,29.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,EH-15M-PA600A
26,53.00,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIK-ROPE-500M
27,33.90,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GO-LM172-WK-PAD
28,34.30,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MATTRESS-PILLOWX2
29,37.80,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MATTRESS-SHED-PILLOWX2
30,6.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MP-WT1003
31,164.40,142.0,-1.0,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,MT-ALUM-GA301-BK-70
32,177.40,103.0,159.7,10.0,0.0,15.0,30.0,36.0,0.0,16.0,27.0,0.0,21.0,0.0,15.0,0.0,10.0,0.0,34.0,MT-ALUM-GA301-BK-75
33,80.00,173.0,68.0,6.0,6.0,8.0,18.0,16.0,8.0,12.0,15.0,6.0,16.0,6.0,6.0,3.0,7.0,12.0,20.0,OSB-290L-BB
34,79.20,200.0,67.3,6.0,6.0,8.0,18.0,16.0,8.0,12.0,15.0,6.0,16.0,6.0,6.0,3.0,7.0,12.0,20.0,OSB-290L-GG
35,102.60,0.0,-1.0,10.0,0.0,15.0,31.0,37.0,0.0,17.0,28.0,0.0,21.0,0.0,15.0,0.0,11.0,0.0,34.0,PC-10X4-BL
36,20.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-CAT-T-HSCT002-BE
37,78.30,200.0,66.6,8.0,0.0,11.0,23.0,27.0,0.0,12.0,20.0,0.0,16.0,0.0,11.0,0.0,8.0,0.0,25.0,PET-CAT-TREE-GIANT
38,168.70,200.0,143.4,11.0,6.0,17.0,27.0,53.0,11.0,20.0,38.0,11.0,28.0,20.0,33.0,5.0,10.0,20.0,43.0,PET-GT-WOOD-R8002-S
39,114.80,105.0,-1.0,8.0,0.0,12.0,25.0,30.0,0.0,13.0,22.0,0.0,17.0,0.0,12.0,0.0,9.0,0.0,28.0,Pet-GT-Wood-R8078
41,30.40,200.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFS-11F-BK
42,41.70,200.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFS-26F-BK
43,41.70,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFS-26F-WH
44,16.50,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS-Marine-Speaker-666-6
45,33.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RS-spk-car-500W-65397LD
46,109.60,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFC-SO10-3KM
47,116.50,200.0,104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFC-SO15-5KM
48,55.60,200.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST-1000W-BL
49,84.30,200.0,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST-2000W-BL
51,21.70,200.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST-200W-BL
52,33.90,200.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ST-500W-BL
53,65.30,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAC-008-BK
54,81.80,194.0,65.4,6.0,6.0,8.0,18.0,16.0,8.0,12.0,15.0,6.0,16.0,6.0,6.0,3.0,7.0,12.0,20.0,OSB-290L-GB
55,139.20,29.0,-1.0,12.0,0.0,18.0,36.0,43.0,0.0,19.0,32.0,0.0,25.0,0.0,18.0,0.0,12.0,0.0,40.0,EH-15M-PA800A
56,129.60,0.0,123.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CDF-D4C-DOUBLE
57,53.70,76.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MATTRESS-CON-PILLOW-GELX2
58,29.00,119.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AES-T001B-BLS
59,28.70,200.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFS-3F-A3-BK
60,13.00,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFS-3F-A3-WH
61,133.90,200.0,120.5,20.0,20.0,26.0,126.0,120.0,27.0,41.0,70.0,21.0,47.0,20.0,30.0,9.0,34.0,43.0,157.0,SHOE-C-34-MIRROR-AB
62,100.00,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-8065-BK
63,25.20,0.0,-1.0,8.0,0.0,12.0,23.0,28.0,0.0,12.0,21.0,0.0,16.0,0.0,11.0,0.0,8.0,0.0,26.0,FIT-E-KB-12KG-BLACK
64,33.90,96.0,-1.0,10.0,0.0,15.0,29.0,35.0,0.0,16.0,26.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,FIT-E-KB-16KG-BLACK
65,96.80,0.0,-1.0,7.0,7.0,9.0,21.0,19.0,9.0,14.0,18.0,7.0,18.0,7.0,7.0,4.0,9.0,14.0,24.0,FIT-E-SQ-RACK
66,44.50,0.0,-1.0,10.0,0.0,15.0,30.0,36.0,0.0,16.0,27.0,0.0,21.0,0.0,15.0,0.0,10.0,0.0,34.0,FIT-E-DB-SET-15KG
67,185.30,76.0,157.5,10.0,0.0,15.0,30.0,36.0,0.0,16.0,27.0,0.0,21.0,0.0,15.0,0.0,10.0,0.0,34.0,MT-ALUM-GA301-WHITE-75
68,38.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAN-TENT-S19-BK
69,137.40,200.0,116.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAN-VEN-BOX-BLACK
70,36.90,146.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MATTRESS-LUX-PILLOWX2
71,324.50,200.0,292.1,6.0,4.0,8.0,30.0,36.0,5.0,11.0,31.0,9.0,23.0,14.0,13.0,3.0,5.0,20.0,30.0,GO-SGO-DSR1200-AC-RAILX3
72,48.40,200.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOPPER-PT-S
73,58.00,200.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOPPER-PT-KS
74,63.30,200.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOPPER-PT-D
75,68.60,200.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOPPER-PT-Q
76,79.20,200.0,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOPPER-PT-K
77,152.20,200.0,-1.0,8.0,0.0,13.0,26.0,31.0,0.0,14.0,23.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,29.0,TB-9DR-CHEST-BK
78,150.50,136.0,127.9,9.0,0.0,13.0,26.0,31.0,0.0,14.0,23.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,29.0,TB-9DR-CHEST-BKGY
79,165.30,200.0,157.0,11.0,0.0,16.0,32.0,38.0,0.0,17.0,28.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,MT-WOOD-F3-BLACK-70
80,167.90,71.0,151.1,11.0,0.0,16.0,32.0,38.0,0.0,17.0,28.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,MT-WOOD-F3-WHITE-70
81,56.50,166.0,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA-DESK-GEN-L2-BK
82,56.60,200.0,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA-DESK-GEN-L2-WH
83,54.80,200.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA-DESK-LEO-L1-WH
84,54.80,169.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA-DESK-LEO-L1-BK
85,193.10,200.0,173.8,15.0,15.0,18.0,43.0,56.0,21.0,30.0,48.0,15.0,29.0,15.0,19.0,7.0,15.0,32.0,52.0,FURNI-TV-190-BK-AB
86,73.00,49.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-GT-CAGE-R005
87,89.60,0.0,-1.0,10.0,0.0,15.0,30.0,37.0,0.0,16.0,27.0,0.0,21.0,0.0,15.0,0.0,11.0,0.0,34.0,PET-GT-WOOD-R078B
88,152.20,200.0,-1.0,11.0,0.0,16.0,32.0,38.0,0.0,17.0,28.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,PET-GT-WOOD-R036
89,48.00,164.0,-1.0,8.0,0.0,12.0,25.0,30.0,0.0,13.0,22.0,0.0,17.0,0.0,12.0,0.0,9.0,0.0,28.0,FIT-E-CDB-SET-M
90,115.70,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVER-CV-DCS-XS
91,120.90,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVER-CV-DCS-S
92,126.10,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVER-CV-DCS-M
93,133.10,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVER-CV-DCS-L
94,134.80,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVER-CV-DCS-XL
95,195.70,200.0,-1.0,26.0,26.0,34.0,165.0,158.0,36.0,54.0,92.0,27.0,62.0,26.0,39.0,11.0,45.0,57.0,206.0,FURNI-GLOSS-BF-WH-AB
96,69.60,198.0,66.1,10.0,0.0,16.0,31.0,37.0,0.0,17.0,28.0,0.0,21.0,0.0,15.0,0.0,11.0,0.0,35.0,FURNI-GLOSS-SIDE-WH
97,99.10,175.0,89.2,13.0,0.0,15.0,40.0,32.0,0.0,19.0,30.0,0.0,23.0,0.0,21.0,0.0,12.0,0.0,42.0,FURNI-SHOE-21-WH-AB
98,97.40,200.0,87.7,13.0,0.0,15.0,40.0,32.0,0.0,19.0,30.0,0.0,23.0,0.0,21.0,0.0,12.0,0.0,42.0,FURNI-SHOE-21-BK-AB
99,181.80,94.0,-1.0,10.0,0.0,15.0,30.0,37.0,0.0,16.0,27.0,0.0,21.0,0.0,15.0,0.0,10.0,0.0,34.0,BA-TW-8089-WHX2
100,168.00,200.0,-1.0,10.0,0.0,16.0,31.0,37.0,0.0,17.0,28.0,0.0,21.0,0.0,15.0,0.0,11.0,0.0,35.0,AR-GRASS-10-120M-OL
101,96.80,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR-GRASS-10-110M-OL
102,196.20,200.0,176.6,10.0,0.0,16.0,31.0,37.0,0.0,17.0,28.0,0.0,21.0,0.0,15.0,0.0,11.0,0.0,35.0,AR-GRASS-10-210M-OL
103,64.00,0.0,-1.0,6.0,6.0,7.0,17.0,15.0,7.0,11.0,14.0,6.0,15.0,6.0,6.0,3.0,7.0,11.0,19.0,FIT-E-DBR-PS6
104,204.40,200.0,-1.0,10.0,0.0,15.0,30.0,37.0,0.0,16.0,27.0,0.0,21.0,0.0,15.0,0.0,10.0,0.0,34.0,BA-TW-8089-BKX2
105,88.70,200.0,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POT-BIN-15L-SET
106,98.30,107.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POT-BIN-20L-SET
107,184.40,200.0,-1.0,17.0,9.0,25.0,39.0,77.0,16.0,29.0,55.0,15.0,41.0,29.0,47.0,8.0,14.0,30.0,62.0,FURNI-NEW-DT-AB
108,15.80,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL-OSL-100LED
109,49.50,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUMP-QB60
110,71.20,146.0,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TP-WT6663A
111,18.40,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCALE-BFAT-BK
112,93.90,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASE-MU-4T-081-PI
113,139.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASE-MU-4T-081-BK
114,103.50,80.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASE-MU-4T-081-SI
115,111.30,126.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-H66W-BKX2
116,117.40,78.0,-1.0,8.0,0.0,13.0,25.0,31.0,0.0,14.0,23.0,0.0,17.0,0.0,13.0,0.0,9.0,0.0,29.0,TB-9DR-CHEST-BLUE
117,93.00,200.0,88.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SINK-4444-R010
118,101.70,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SINK-5145-R010
119,130.50,200.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SINK-7745-R010
120,107.80,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUMP-GARDEN-800
121,121.80,170.0,109.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DO-PUMP-DIGIT-DC
122,64.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-3X6-C-SAND
123,60.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-5X5-G-SAND
124,33.00,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-3X3X3-M-SAND
125,42.60,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-5X5X5-N-SAND
126,42.70,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-3X4-A-BLACK
127,28.70,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-3X3X3-M-BLACK
128,72.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-3X5-B-GREY
129,39.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-3X3X3-M-GREY
130,49.50,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-3X4-A-SAND
131,78.30,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-5X7-I-SAND
132,59.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAIL-4X6-F-BLACK
133,47.80,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUMP-TPC-21-BK
134,147.00,120.0,-1.0,9.0,0.0,14.0,27.0,33.0,0.0,15.0,24.0,0.0,19.0,0.0,14.0,0.0,9.0,0.0,30.0,MT-ALUM-F4-BLACK-60
135,43.50,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POT-BIN-CIR-005
136,126.10,106.0,107.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAN-FIX-700-BLACK
137,29.50,75.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFS-11F-WH
138,124.40,200.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-8006A-BK
139,42.60,200.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FURNI-WALL-SHELF-BK
140,40.80,200.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FURNI-WALL-SHELF-WH
141,144.30,83.0,122.7,9.0,0.0,14.0,28.0,34.0,0.0,15.0,25.0,0.0,19.0,0.0,14.0,0.0,10.0,0.0,32.0,AR-GRASS-30-110M-4C
142,99.10,95.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARMCHAIR-02-BG
143,100.90,28.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARMCHAIR-02-BK
144,140.90,200.0,126.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARMCHAIR-10-BEIGE
145,109.60,140.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARMCHAIR-10-BLACK
146,140.00,20.0,-1.0,15.0,14.0,18.0,42.0,54.0,20.0,29.0,47.0,14.0,29.0,15.0,19.0,7.0,15.0,31.0,51.0,FURNI-GLOSS-SHOE-AB
147,47.90,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUMP-TPC-11-YEL
148,32.50,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAM-CONTOUR-PILLOWX2
149,38.70,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAM-SHED-PILLOWX2
150,43.50,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALON-ERG-BK
151,45.20,2.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALON-ERG-WH
152,48.70,131.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALON-RD-BK
153,48.70,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SALON-RD-WH
