,sku_file_price,Stock Qty,special_price,act_post,nsw_m_post,nsw_r_post,nt_m_post,nt_r_post,qld_m_post,qld_r_post,remote_post,sa_m_post,sa_r_post,tas_m_post,tas_r_post,vic_m_post,vic_r_post,wa_m_post,wa_r_post,Original_SKU
569,104.40,167.0,-1.0,19.0,19.0,24.0,119.0,113.0,26.0,39.0,66.0,19.0,45.0,19.0,28.0,8.0,32.0,41.0,148.0,FURNI-GLOSS-160TV-WH-AB
570,194.00,200.0,-1.0,19.0,0.0,22.0,59.0,47.0,0.0,29.0,45.0,0.0,35.0,0.0,31.0,0.0,19.0,0.0,63.0,FURNI-CHANGE-DIN-WH-AB
571,30.40,93.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-CAT-CP002-GR
572,83.50,0.0,-1.0,10.0,0.0,15.0,31.0,37.0,0.0,17.0,27.0,0.0,21.0,0.0,15.0,0.0,11.0,0.0,34.0,PET-CAT-CP005-GR
573,70.40,150.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-CAT-CP001-GR
574,73.00,200.0,-1.0,11.0,0.0,17.0,33.0,40.0,0.0,18.0,30.0,0.0,23.0,0.0,16.0,0.0,11.0,0.0,37.0,FURNI-SHOE-3D2-WH
575,129.60,200.0,-1.0,10.0,0.0,15.0,30.0,36.0,0.0,16.0,27.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,FURNI-GLOSS-NEST3
576,88.70,200.0,-1.0,13.0,0.0,19.0,38.0,46.0,0.0,21.0,34.0,0.0,26.0,0.0,19.0,0.0,13.0,0.0,43.0,FURNI-BOOK-3PC
577,27.80,36.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FURNI-WALL-COR-WH
578,97.40,200.0,82.8,11.0,0.0,17.0,34.0,41.0,0.0,18.0,30.0,0.0,23.0,0.0,17.0,0.0,12.0,0.0,38.0,DESK-WALL-WH
579,269.70,0.0,-1.0,33.0,32.0,64.0,136.0,155.0,44.0,82.0,115.0,32.0,56.0,77.0,100.0,21.0,44.0,84.0,180.0,MATTRESS-PT28-KING
580,176.60,200.0,167.8,9.0,9.0,11.0,25.0,33.0,12.0,18.0,29.0,9.0,17.0,9.0,12.0,4.0,9.0,19.0,31.0,MATTRESS-0908-SINGLE
581,213.10,200.0,202.4,22.0,21.0,42.0,90.0,102.0,29.0,54.0,76.0,21.0,37.0,51.0,66.0,14.0,29.0,55.0,119.0,MATTRESS-0908-KS
582,245.30,39.0,233.0,25.0,25.0,49.0,104.0,119.0,34.0,63.0,88.0,24.0,43.0,59.0,76.0,16.0,34.0,64.0,138.0,MATTRESS-0908-DOUBLE
583,266.20,200.0,-1.0,29.0,29.0,56.0,120.0,137.0,39.0,73.0,101.0,28.0,50.0,68.0,88.0,19.0,39.0,74.0,159.0,MATTRESS-0908-QUEEN
584,301.80,83.0,-1.0,35.0,34.0,67.0,144.0,164.0,47.0,87.0,121.0,34.0,60.0,81.0,105.0,22.0,46.0,89.0,190.0,MATTRESS-0908-KING
585,130.40,0.0,-1.0,13.0,0.0,20.0,39.0,47.0,0.0,21.0,35.0,0.0,27.0,0.0,19.0,0.0,13.0,0.0,43.0,MATTRESS-PT28-SINGLE
586,165.20,0.0,-1.0,10.0,6.0,15.0,23.0,45.0,9.0,17.0,32.0,9.0,24.0,17.0,28.0,5.0,8.0,17.0,36.0,MATTRESS-PT28-KS
587,59.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF-TABLE-AL60
588,108.70,200.0,103.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSAW-62CC-20IN-RDWH
589,167.00,49.0,150.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SANDER-VACUM-750
590,128.70,97.0,115.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SANDER-DHAND-710
591,28.90,92.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V37-S14
592,88.70,49.0,-1.0,12.0,0.0,18.0,35.0,43.0,0.0,19.0,32.0,0.0,24.0,0.0,18.0,0.0,12.0,0.0,40.0,PET-GT-DH5-M-BK
593,174.80,187.0,157.3,10.0,6.0,15.0,23.0,46.0,9.0,17.0,32.0,9.0,24.0,17.0,28.0,5.0,8.0,18.0,36.0,PET-GT-DH5-L-BK
594,154.80,0.0,-1.0,14.0,14.0,18.0,41.0,53.0,20.0,29.0,46.0,14.0,28.0,14.0,19.0,7.0,15.0,30.0,49.0,PET-GT-DH1200-BK-AB
595,134.60,96.0,-1.0,7.0,7.0,9.0,20.0,18.0,9.0,13.0,17.0,7.0,18.0,7.0,7.0,4.0,8.0,13.0,23.0,FF-WD-SB-1040
596,71.20,0.0,-1.0,14.0,14.0,19.0,79.0,94.0,19.0,29.0,47.0,14.0,40.0,14.0,14.0,8.0,29.0,29.0,112.0,RD-4019-3P-BK
597,61.40,0.0,-1.0,14.0,14.0,19.0,79.0,94.0,19.0,29.0,47.0,14.0,40.0,14.0,14.0,8.0,29.0,29.0,112.0,RD-4019-3P-NT
598,62.30,1.0,-1.0,14.0,14.0,19.0,79.0,94.0,19.0,29.0,47.0,14.0,40.0,14.0,14.0,8.0,29.0,29.0,112.0,RD-4019-3P-WH
599,83.60,0.0,-1.0,14.0,14.0,18.0,88.0,84.0,19.0,29.0,49.0,14.0,33.0,14.0,21.0,6.0,24.0,30.0,110.0,RD-4019-4P-WH
600,64.30,200.0,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBQ-SMOKER-3IN1
601,160.90,200.0,128.7,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,BBQ-SMOKER-OFFSET
602,100.00,200.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BBQ-ELC-STAND
603,126.10,200.0,113.5,11.0,0.0,16.0,32.0,38.0,0.0,17.0,28.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,PET-DOGPLAYPEN-H80
604,35.60,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-DOGCAGE-24
605,74.80,87.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GT-D-90X50X160
606,67.80,0.0,-1.0,8.0,0.0,10.0,32.0,38.0,0.0,14.0,22.0,0.0,20.0,0.0,8.0,0.0,13.0,0.0,48.0,GT-D-120X60X150
607,119.10,143.0,-1.0,10.0,0.0,13.0,40.0,48.0,0.0,18.0,28.0,0.0,25.0,0.0,10.0,0.0,16.0,0.0,61.0,GT-D-120X120X200
608,149.60,151.0,-1.0,11.0,11.0,15.0,63.0,75.0,15.0,23.0,37.0,11.0,31.0,11.0,11.0,6.0,23.0,23.0,88.0,GT-D-150X150X200
609,172.20,200.0,-1.0,15.0,15.0,19.0,80.0,95.0,19.0,29.0,47.0,15.0,40.0,15.0,15.0,8.0,30.0,29.0,113.0,GT-D-240X120X200
610,140.00,200.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KID-RECLINER-GY
611,104.50,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V28-ELENOONVR
612,137.90,30.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V28-ELERTKCRMT01
613,20.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V28-MOBACCVAFALLKIT
614,30.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V28-MOBICTIPADBACKH
615,29.90,30.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V28-USBWIN1041PAC
616,68.70,75.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANNEXE-MAT-4M-GREY
617,80.00,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANNEXE-MAT-5M-GREY
618,98.30,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANNEXE-MAT-6M-GREY
619,107.00,99.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANNEXE-MAT-7M-GREY
620,193.00,0.0,-1.0,13.0,0.0,20.0,39.0,47.0,0.0,21.0,35.0,0.0,27.0,0.0,19.0,0.0,13.0,0.0,43.0,FF-LOUNGE-WA-BKX2
621,333.00,0.0,-1.0,13.0,0.0,20.0,39.0,47.0,0.0,21.0,35.0,0.0,27.0,0.0,19.0,0.0,13.0,0.0,43.0,FF-LOUNGE-WA-BRX2
622,54.80,200.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-DOGPLAYPEN-30
623,290.40,0.0,-1.0,36.0,36.0,45.0,222.0,212.0,48.0,73.0,124.0,36.0,83.0,36.0,52.0,15.0,60.0,76.0,277.0,BFRAME-E-VILA-K-GY-AB
624,176.00,0.0,-1.0,27.0,27.0,34.0,168.0,160.0,36.0,55.0,94.0,27.0,63.0,27.0,40.0,11.0,46.0,58.0,209.0,BFRAME-E-VAN-D-GY-AB
625,184.80,46.0,157.1,23.0,23.0,29.0,143.0,137.0,31.0,47.0,80.0,23.0,54.0,23.0,34.0,10.0,39.0,49.0,178.0,BFRAME-E-NEO-DOU-BK-AB
626,158.40,0.0,-1.0,25.0,25.0,32.0,155.0,148.0,34.0,51.0,87.0,25.0,58.0,25.0,37.0,11.0,42.0,53.0,194.0,BFRAME-E-NEO-Q-BK-AB
627,349.30,0.0,314.4,35.0,35.0,44.0,218.0,208.0,47.0,71.0,122.0,36.0,82.0,35.0,51.0,15.0,59.0,75.0,272.0,BFRAME-E-VILA-Q-GY-AB
628,112.20,200.0,-1.0,7.0,0.0,11.0,22.0,26.0,0.0,12.0,20.0,0.0,15.0,0.0,11.0,0.0,8.0,0.0,25.0,TABLE-Q02-SET-WAL
629,230.60,0.0,-1.0,24.0,24.0,46.0,99.0,113.0,32.0,60.0,84.0,23.0,41.0,56.0,73.0,15.0,32.0,61.0,131.0,MATTRESS-PT28-DOUBLE
630,226.10,0.0,-1.0,28.0,27.0,54.0,115.0,131.0,38.0,70.0,97.0,27.0,48.0,65.0,84.0,18.0,37.0,71.0,153.0,MATTRESS-PT28-QUEEN
631,60.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-NEWT1001-BKX2
632,83.50,200.0,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-NEWT1001-WHX2
633,95.70,200.0,90.9,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,BA-TW-NEW1055-CHOCX2
634,124.40,200.0,112.0,9.0,0.0,14.0,28.0,34.0,0.0,15.0,25.0,0.0,19.0,0.0,14.0,0.0,10.0,0.0,31.0,BA-TW-NEW4045-BKX2
635,107.80,179.0,102.4,9.0,0.0,14.0,28.0,34.0,0.0,15.0,25.0,0.0,19.0,0.0,14.0,0.0,10.0,0.0,31.0,BA-TW-NEW4045-WHX2
636,104.40,200.0,99.2,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,BA-TW-NEW1055-GYX2
637,77.40,200.0,69.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-NEW1002A-GYX2
638,153.90,97.0,-1.0,17.0,10.0,26.0,40.0,80.0,16.0,30.0,57.0,16.0,43.0,30.0,49.0,8.0,15.0,31.0,64.0,BA-TW-NEWD5816-GUNX4
639,39.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FURNI-COFI338-TAB
640,42.70,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-FL-LCD-S
641,63.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-FL-LCD-D
642,66.70,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-FL-LCD-Q
643,71.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-FL-LCD-K
644,48.70,200.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-DOGPLAYPEN-24
645,63.50,200.0,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PET-DOGPLAYPEN-36
646,46.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-THROW-RUG-CBR
647,46.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-THROW-RUG-NVB
648,47.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-THROW-RUG-BGD
649,43.50,200.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF-BEACH-DESK-NTL
650,99.10,200.0,-1.0,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,BA-TW-NEW1055-BGX2
651,113.10,200.0,101.8,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,BA-TW-NEW1055-WHX2
652,98.30,200.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POT-BIN-20L-SET-WH
653,87.00,20.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POT-BIN-15L-SET-WH
654,59.90,30.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V28-NS200-BK
655,155.70,125.0,147.9,9.0,9.0,11.0,26.0,33.0,12.0,18.0,29.0,9.0,17.0,9.0,12.0,4.0,9.0,19.0,31.0,MATTRESS-TT30-SINGLE
656,259.20,164.0,-1.0,28.0,28.0,54.0,116.0,132.0,38.0,70.0,98.0,27.0,48.0,66.0,85.0,18.0,37.0,72.0,154.0,MATTRESS-TT30-QUEEN
657,133.10,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PCAW-20V-SAWTM
658,113.90,190.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PCAW-20V-SAW
659,172.20,200.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-9090-NTX2
660,162.60,200.0,146.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-9090-H65-BKX2
661,35.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA-S-211-BK
662,54.50,200.0,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MA-D-212-BK
663,123.50,44.0,-1.0,8.0,0.0,13.0,26.0,31.0,0.0,14.0,23.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,29.0,BA-TW-NEWT307G-BKX2
664,137.40,0.0,-1.0,11.0,0.0,17.0,33.0,40.0,0.0,18.0,30.0,0.0,23.0,0.0,17.0,0.0,12.0,0.0,38.0,BA-TW-NEWT1191-BKX2
665,127.00,0.0,-1.0,11.0,0.0,17.0,33.0,40.0,0.0,18.0,30.0,0.0,23.0,0.0,17.0,0.0,12.0,0.0,38.0,BA-TW-NEWT1191-WHX2
666,108.70,200.0,103.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-NEW5046B-BKX2
667,136.50,200.0,122.9,10.0,0.0,15.0,30.0,36.0,0.0,16.0,27.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,BA-TW-V17-1168-BKX2
668,170.50,200.0,153.5,9.0,0.0,14.0,28.0,33.0,0.0,15.0,25.0,0.0,19.0,0.0,14.0,0.0,10.0,0.0,31.0,BA-TW-V17-DIN5901-GYX2
669,116.50,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-TW-V17-IND5625-76H
670,114.80,0.0,-1.0,36.0,35.0,69.0,148.0,168.0,48.0,89.0,125.0,35.0,61.0,84.0,108.0,23.0,48.0,91.0,196.0,BA-BB-DSW-TAB120-WH
671,101.70,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLOOR-OUT-0302-BU
672,73.90,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLOOR-OUT-0302-GY
673,37.40,124.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLOOR-CAMP-0156R-NV
674,46.90,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLOOR-CAMP-0156R-BK
675,213.80,200.0,181.7,20.0,11.0,29.0,46.0,92.0,19.0,34.0,65.0,18.0,49.0,35.0,56.0,9.0,17.0,35.0,73.0,AR-GRASS-15-210M-OL
676,30.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-POLY-MC-S
677,41.80,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-POLY-MC-D
678,46.20,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-POLY-MC-Q
679,52.50,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EB-POLY-MC-K
680,188.70,95.0,179.3,7.0,0.0,11.0,21.0,26.0,0.0,12.0,19.0,0.0,15.0,0.0,11.0,0.0,7.0,0.0,24.0,CSAW-92CC-RDWH
681,236.60,0.0,-1.0,9.0,9.0,11.0,26.0,24.0,11.0,17.0,22.0,9.0,23.0,9.0,9.0,5.0,11.0,17.0,29.0,PCAW-62CC-TM
682,283.60,0.0,-1.0,10.0,10.0,12.0,28.0,36.0,13.0,19.0,31.0,10.0,19.0,10.0,13.0,5.0,10.0,21.0,33.0,PCAW-62CC-GSAW
683,133.10,168.0,126.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA-CHAIR-LORR2-BK
684,525.40,31.0,-1.0,25.0,14.0,37.0,58.0,114.0,23.0,43.0,81.0,23.0,61.0,43.0,70.0,12.0,21.0,44.0,92.0,SSKB-SINK-L100
685,139.20,26.0,-1.0,11.0,0.0,16.0,32.0,39.0,0.0,17.0,29.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,BA-TW-NEWT328G-BKX2
686,60.90,112.0,-1.0,8.0,0.0,12.0,25.0,30.0,0.0,13.0,22.0,0.0,17.0,0.0,12.0,0.0,9.0,0.0,28.0,CABINET-8836-BK
687,39.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FD-BT5-1142-BK
688,39.90,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FD-BT5-1142-RD
689,144.00,0.0,-1.0,11.0,0.0,17.0,34.0,41.0,0.0,18.0,30.0,0.0,23.0,0.0,17.0,0.0,12.0,0.0,38.0,BA-TW-NEW1060A-BK-X2
690,106.10,200.0,95.5,9.0,0.0,14.0,27.0,33.0,0.0,15.0,24.0,0.0,19.0,0.0,14.0,0.0,9.0,0.0,31.0,MATTRESS-BON-S
691,111.30,200.0,105.7,9.0,9.0,12.0,26.0,24.0,12.0,18.0,22.0,9.0,23.0,9.0,9.0,5.0,11.0,18.0,30.0,MATTRESS-BON-KS
692,140.90,200.0,133.9,19.0,19.0,37.0,79.0,90.0,26.0,48.0,66.0,18.0,33.0,45.0,58.0,12.0,25.0,49.0,104.0,MATTRESS-BON-D
693,153.10,94.0,-1.0,21.0,21.0,41.0,87.0,100.0,29.0,53.0,74.0,21.0,36.0,50.0,64.0,14.0,28.0,54.0,116.0,MATTRESS-BON-Q
694,124.40,200.0,-1.0,11.0,0.0,16.0,32.0,38.0,0.0,17.0,28.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,BA-BB-DSW-PP-WHX4
695,48.70,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA-BB-DSW-PP-WHX2
696,101.70,2.0,-1.0,11.0,0.0,16.0,32.0,38.0,0.0,17.0,28.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,BA-BB-DSW-PP-BKX4
697,66.10,200.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DRESS-TAB-BS-1D
698,149.60,200.0,134.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SINK-STONE-4641
699,243.60,200.0,219.2,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,SINK-STONE-8650S
700,257.50,186.0,-1.0,8.0,0.0,13.0,26.0,31.0,0.0,14.0,23.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,29.0,SINK-STONE-7945
701,109.00,0.0,-1.0,11.0,0.0,16.0,32.0,39.0,0.0,17.0,29.0,0.0,22.0,0.0,16.0,0.0,11.0,0.0,36.0,BA-TW-NEWT328G-WHX2
702,280.70,11.0,252.6,28.0,28.0,35.0,173.0,166.0,37.0,57.0,97.0,28.0,65.0,28.0,41.0,12.0,47.0,60.0,216.0,BFRAME-E-NINO-D-GY-AB
703,228.80,0.0,-1.0,30.0,30.0,39.0,190.0,181.0,41.0,62.0,106.0,31.0,71.0,30.0,45.0,13.0,52.0,65.0,237.0,BFRAME-E-NINO-Q-WH-AB
704,305.30,0.0,274.8,31.0,31.0,40.0,195.0,186.0,42.0,64.0,109.0,32.0,73.0,31.0,46.0,13.0,53.0,67.0,243.0,BFRAME-E-NINO-Q-GY-AB
705,149.60,0.0,-1.0,21.0,21.0,27.0,134.0,128.0,29.0,44.0,75.0,22.0,50.0,21.0,32.0,9.0,36.0,46.0,167.0,BFRAME-E-TOMI-Q-GY-AB
706,123.20,0.0,-1.0,26.0,25.0,50.0,106.0,121.0,35.0,64.0,89.0,25.0,44.0,60.0,78.0,16.0,34.0,66.0,140.0,BFRAME-E-TOMI-K-GY-AB
707,113.10,200.0,101.8,9.0,0.0,13.0,26.0,32.0,0.0,14.0,24.0,0.0,18.0,0.0,13.0,0.0,9.0,0.0,30.0,BA-TW-NEW1055-BKX2
708,69.60,196.0,-1.0,5.0,5.0,6.0,15.0,14.0,6.0,10.0,12.0,5.0,13.0,5.0,5.0,3.0,6.0,10.0,17.0,SAND-CANOPY-110
709,158.30,69.0,-1.0,10.0,0.0,15.0,29.0,35.0,0.0,16.0,26.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,OTM-L2-BK
710,84.30,0.0,-1.0,10.0,0.0,15.0,29.0,35.0,0.0,16.0,26.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,OTM-L2-WH
711,81.70,0.0,-1.0,10.0,0.0,15.0,29.0,35.0,0.0,16.0,26.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,OTM-L2-BR
712,83.50,0.0,-1.0,10.0,0.0,15.0,29.0,35.0,0.0,16.0,26.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,OTM-L2-CR
713,113.10,193.0,-1.0,10.0,0.0,15.0,29.0,35.0,0.0,16.0,26.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,OTM-L2-LINEN-GY
714,127.00,200.0,114.3,8.0,0.0,12.0,24.0,29.0,0.0,13.0,21.0,0.0,16.0,0.0,12.0,0.0,8.0,0.0,27.0,OTM-L2-LINEN-LI-GY
715,116.50,0.0,-1.0,10.0,0.0,15.0,29.0,35.0,0.0,16.0,26.0,0.0,20.0,0.0,15.0,0.0,10.0,0.0,33.0,OTM-L2-LINEN-BLACK
